10,	0.000022
110,	0.000088
210,	0.000168
310,	0.000196
410,	0.000189
510,	0.000333
610,	0.000345
710,	0.000366
810,	0.000380
910,	0.000433
1010,	0.000478
1110,	0.000652
1210,	0.000684
1310,	0.000701
1410,	0.000729
1510,	0.000876
1610,	0.000831
1710,	0.000848
1810,	0.000889
1910,	0.000912
2010,	0.000957
2110,	0.001104
2210,	0.001141
2310,	0.001159
2410,	0.001223
2510,	0.001278
2610,	0.001305
2710,	0.001355
2810,	0.001399
2910,	0.001432
3010,	0.001504
3110,	0.001561
3210,	0.001736
3310,	0.001677
3410,	0.001678
3510,	0.001738
3610,	0.001782
3710,	0.001829
3810,	0.001959
3910,	0.001950
4010,	0.002008
4110,	0.002169
4210,	0.002311
4310,	0.002232
4410,	0.002282
4510,	0.002474
4610,	0.002405
4710,	0.002468
4810,	0.002502
4910,	0.002643
5010,	0.002726
5110,	0.002611
5210,	0.002727
5310,	0.002995
5410,	0.002837
5510,	0.003641
5610,	0.003167
5710,	0.003317
5810,	0.003215
5910,	0.004435
6010,	0.003255
6110,	0.003240
6210,	0.003269
6310,	0.003407
6410,	0.003351
6510,	0.003502
6610,	0.003382
6710,	0.003506
6810,	0.003807
6910,	0.003687
7010,	0.003660
7110,	0.003714
7210,	0.004145
7310,	0.004105
7410,	0.004237
7510,	0.004174
7610,	0.004161
7710,	0.004343
7810,	0.004257
7910,	0.004368
8010,	0.004674
8110,	0.004783
8210,	0.004838
8310,	0.004751
8410,	0.004987
8510,	0.005117
8610,	0.004823
8710,	0.005497
8810,	0.005092
8910,	0.005256
9010,	0.005113
9110,	0.005540
9210,	0.005416
9310,	0.005217
9410,	0.005195
9510,	0.005232
9610,	0.005266
9710,	0.005336
9810,	0.005487
9910,	0.005417
10010,	0.005462
10110,	0.005523
10210,	0.005685
10310,	0.005468
10410,	0.005807
10510,	0.005799
10610,	0.005855
10710,	0.005995
10810,	0.006092
10910,	0.005820
11010,	0.006199
11110,	0.005989
11210,	0.005977
11310,	0.006483
11410,	0.006295
11510,	0.006424
11610,	0.006756
11710,	0.007037
11810,	0.007218
11910,	0.007395
12010,	0.007178
12110,	0.007623
12210,	0.007012
12310,	0.007838
12410,	0.007443
12510,	0.009918
12610,	0.007807
12710,	0.007788
12810,	0.007298
12910,	0.007406
13010,	0.007283
13110,	0.007859
13210,	0.007213
13310,	0.007404
13410,	0.008074
13510,	0.009022
13610,	0.007800
13710,	0.008051
13810,	0.007582
13910,	0.007825
14010,	0.007442
14110,	0.007905
14210,	0.007861
14310,	0.008273
14410,	0.007970
14510,	0.008226
14610,	0.007991
14710,	0.008070
14810,	0.008081
14910,	0.008156
15010,	0.008905
15110,	0.008946
15210,	0.009220
15310,	0.008667
15410,	0.008875
15510,	0.008558
15610,	0.008767
15710,	0.009339
15810,	0.009155
15910,	0.008744
16010,	0.008728
16110,	0.008726
16210,	0.009155
16310,	0.009149
16410,	0.010108
16510,	0.010970
16610,	0.010029
16710,	0.009541
16810,	0.009640
16910,	0.010092
17010,	0.010053
17110,	0.009777
17210,	0.009801
17310,	0.009742
17410,	0.010381
17510,	0.010379
17610,	0.010187
17710,	0.010088
17810,	0.010217
17910,	0.012394
18010,	0.016309
18110,	0.011835
18210,	0.011667
18310,	0.016515
18410,	0.012254
18510,	0.011499
18610,	0.012150
18710,	0.011537
18810,	0.011878
18910,	0.012262
19010,	0.012032
19110,	0.012235
19210,	0.011539
19310,	0.016976
19410,	0.012083
19510,	0.013499
19610,	0.012376
19710,	0.012627
19810,	0.012639
19910,	0.012463
20010,	0.012366
20110,	0.012263
20210,	0.012662
20310,	0.012770
20410,	0.013177
20510,	0.013326
20610,	0.013634
20710,	0.013161
20810,	0.013269
20910,	0.013219
21010,	0.013287
21110,	0.013109
21210,	0.013069
21310,	0.013767
21410,	0.013429
21510,	0.013620
21610,	0.013883
21710,	0.013710
21810,	0.013910
21910,	0.013701
22010,	0.013814
22110,	0.014257
22210,	0.013987
22310,	0.014516
22410,	0.013637
22510,	0.013850
22610,	0.014141
22710,	0.014385
22810,	0.014382
22910,	0.015008
23010,	0.014755
23110,	0.014846
23210,	0.014735
23310,	0.014529
23410,	0.014505
23510,	0.014676
23610,	0.014263
23710,	0.014549
23810,	0.014645
23910,	0.014419
24010,	0.014617
24110,	0.014605
24210,	0.016268
24310,	0.016018
24410,	0.014930
24510,	0.014840
24610,	0.015532
24710,	0.014872
24810,	0.014999
24910,	0.015111
25010,	0.015546
25110,	0.015732
25210,	0.015344
25310,	0.015324
25410,	0.016259
25510,	0.016190
25610,	0.017293
25710,	0.017746
25810,	0.016469
25910,	0.017626
26010,	0.019629
26110,	0.016137
26210,	0.016288
26310,	0.016536
26410,	0.016289
26510,	0.016663
26610,	0.016420
26710,	0.016344
26810,	0.016471
26910,	0.019506
27010,	0.016518
27110,	0.016696
27210,	0.019627
27310,	0.016718
27410,	0.016980
27510,	0.016831
27610,	0.017257
27710,	0.017420
27810,	0.017161
27910,	0.016942
28010,	0.017442
28110,	0.017159
28210,	0.017491
28310,	0.017277
28410,	0.017518
28510,	0.018006
28610,	0.017733
28710,	0.017782
28810,	0.017589
28910,	0.019568
29010,	0.019014
29110,	0.018414
29210,	0.018158
29310,	0.017931
29410,	0.018360
29510,	0.020016
29610,	0.021631
29710,	0.019064
29810,	0.018604
29910,	0.018163
30010,	0.018224
30110,	0.018289
30210,	0.018931
30310,	0.018622
30410,	0.018569
30510,	0.018363
30610,	0.019091
30710,	0.018375
30810,	0.020546
30910,	0.018960
31010,	0.019197
31110,	0.018814
31210,	0.018802
31310,	0.018839
31410,	0.019402
31510,	0.018929
31610,	0.019196
31710,	0.019121
31810,	0.019228
31910,	0.019307
32010,	0.020053
32110,	0.019809
32210,	0.019403
32310,	0.019396
32410,	0.019747
32510,	0.020190
32610,	0.019669
32710,	0.020289
32810,	0.021028
32910,	0.020709
33010,	0.020437
33110,	0.023578
33210,	0.020728
33310,	0.021210
33410,	0.020870
33510,	0.021102
33610,	0.021089
33710,	0.021655
33810,	0.021091
